event_id,process_id,process_name,task_id,role,assignee_id,department,start_time,end_time,duration_minutes,expected_duration,is_delayed,status,cost_per_hour,cost
ev_005820,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_006,dept_finance,2024-10-31T14:20:00,2024-10-31T15:39:00,79,60,1,completed,1200,1580.0
ev_005821,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-02-12T16:42:00,2024-02-12T18:23:00,101,120,0,in_progress,1200,2020.0
ev_005822,proc_procurement,Закупка оборудования,approval,Director,emp_dir_001,Management,2024-06-25T17:53:00,2024-06-25T18:51:00,58,60,0,completed,800,773.33
ev_005823,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_006,dept_finance,2024-11-29T10:26:00,2024-11-29T13:50:00,204,240,0,completed,1200,4080.0
ev_005824,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-05-27T16:28:00,2024-05-27T17:42:00,74,60,1,completed,1200,1480.0
ev_005825,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_004,dept_finance,2024-03-20T08:25:00,2024-03-20T09:31:00,66,60,0,completed,800,880.0
ev_005826,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_mgr_001,dept_procurement,2024-08-18T14:53:00,2024-08-18T15:17:00,24,30,0,in_progress,1000,400.0
ev_005827,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-04-01T16:47:00,2024-04-01T19:14:00,147,120,1,blocked,800,1960.0
ev_005828,proc_procurement,Закупка оборудования,approval,Director,emp_dir_001,Management,2024-04-27T08:44:00,2024-04-27T09:59:00,75,60,1,in_progress,1000,1250.0
ev_005829,proc_contract,Согласование контракта с клиентом,review,Finance,emp_mgr_002,dept_finance,2024-03-30T17:24:00,2024-03-30T19:37:00,133,120,0,blocked,1000,2216.67
ev_005830,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-11-22T08:16:00,2024-11-22T09:47:00,91,120,0,in_progress,800,1213.33
ev_005831,proc_contract,Согласование контракта с клиентом,review,Finance,emp_006,dept_finance,2024-05-11T13:40:00,2024-05-11T14:50:00,70,120,0,in_progress,1000,1166.67
ev_005832,proc_contract,Согласование контракта с клиентом,review,Finance,emp_004,dept_finance,2024-05-05T18:28:00,2024-05-05T19:56:00,88,120,0,completed,1000,1466.67
ev_005833,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_005,dept_finance,2024-11-21T10:33:00,2024-11-21T11:00:00,27,30,0,completed,1000,450.0
ev_005834,proc_contract,Согласование контракта с клиентом,review,Finance,emp_006,dept_finance,2024-05-11T16:40:00,2024-05-11T17:54:00,74,120,0,in_progress,1000,1233.33
ev_005835,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_006,dept_finance,2024-06-24T18:17:00,2024-06-24T19:12:00,55,60,0,blocked,800,733.33
ev_005836,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_003,dept_procurement,2024-04-29T14:26:00,2024-04-29T15:00:00,34,30,0,blocked,1000,566.67
ev_005837,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_005,dept_finance,2024-04-20T10:15:00,2024-04-20T14:36:00,261,240,0,completed,1000,4350.0
ev_005838,proc_contract,Согласование контракта с клиентом,review,Finance,emp_005,dept_finance,2024-03-08T16:38:00,2024-03-08T19:34:00,176,120,1,in_progress,1000,2933.33
ev_005839,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-06-04T17:57:00,2024-06-04T18:45:00,48,60,0,completed,1200,960.0
ev_005840,proc_procurement,Закупка оборудования,req,IT Operations,emp_008,dept_itops,2024-04-29T18:29:00,2024-04-29T19:31:00,62,60,0,completed,1200,1240.0
ev_005841,proc_procurement,Закупка оборудования,approval,Director,emp_dir_001,Management,2024-09-03T08:06:00,2024-09-03T09:27:00,81,60,1,completed,1000,1350.0
ev_005842,proc_procurement,Закупка оборудования,order,Procurement,emp_002,dept_procurement,2024-04-18T09:22:00,2024-04-18T12:30:00,188,180,0,in_progress,800,2506.67
ev_005843,proc_procurement,Закупка оборудования,req,IT Operations,emp_009,dept_itops,2024-10-06T15:56:00,2024-10-06T18:09:00,133,60,1,completed,1000,2216.67
ev_005844,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_006,dept_finance,2024-01-12T13:56:00,2024-01-12T14:27:00,31,30,0,blocked,1200,620.0
ev_005845,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_003,dept_procurement,2024-02-02T08:41:00,2024-02-02T10:10:00,89,30,1,completed,1200,1780.0
ev_005846,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_005,dept_finance,2024-01-08T08:08:00,2024-01-08T09:17:00,69,60,0,completed,800,920.0
ev_005847,proc_procurement,Закупка оборудования,order,Procurement,emp_003,dept_procurement,2024-07-22T17:18:00,2024-07-22T21:36:00,258,180,1,blocked,800,3440.0
ev_005848,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_005,dept_finance,2024-03-25T14:51:00,2024-03-25T15:27:00,36,30,0,blocked,800,480.0
ev_005849,proc_procurement,Закупка оборудования,req,IT Operations,emp_009,dept_itops,2024-05-06T09:47:00,2024-05-06T10:41:00,54,60,0,blocked,1000,900.0
ev_005850,proc_procurement,Закупка оборудования,approval,Director,emp_dir_001,Management,2024-05-16T10:27:00,2024-05-16T11:15:00,48,60,0,in_progress,800,640.0
ev_005851,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_mgr_001,dept_procurement,2024-12-09T12:46:00,2024-12-09T13:13:00,27,30,0,blocked,1200,540.0
ev_005852,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_mgr_001,dept_procurement,2024-09-11T12:45:00,2024-09-11T13:16:00,31,30,0,blocked,1200,620.0
ev_005853,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_004,dept_finance,2024-07-01T16:18:00,2024-07-01T17:28:00,70,60,0,blocked,1000,1166.67
ev_005854,proc_contract,Согласование контракта с клиентом,review,Finance,emp_005,dept_finance,2024-09-17T17:30:00,2024-09-17T19:14:00,104,120,0,completed,1200,2080.0
ev_005855,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_mgr_002,dept_finance,2024-10-15T16:37:00,2024-10-15T17:45:00,68,60,0,in_progress,1000,1133.33
ev_005856,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_006,dept_finance,2024-03-18T09:01:00,2024-03-18T13:52:00,291,240,1,in_progress,1200,5820.0
ev_005857,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_001,dept_procurement,2024-08-30T15:33:00,2024-08-30T16:33:00,60,90,0,blocked,1200,1200.0
ev_005858,proc_procurement,Закупка оборудования,approval,Director,emp_dir_001,Management,2024-12-26T17:34:00,2024-12-26T18:42:00,68,60,0,completed,1200,1360.0
ev_005859,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-04-20T11:36:00,2024-04-20T12:46:00,70,60,0,completed,800,933.33
ev_005860,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-04-10T17:21:00,2024-04-10T18:23:00,62,45,1,completed,1200,1240.0
ev_005861,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_005,dept_finance,2024-08-20T15:42:00,2024-08-20T16:26:00,44,60,0,completed,1000,733.33
ev_005862,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-01-17T09:14:00,2024-01-17T11:33:00,139,120,0,blocked,800,1853.33
ev_005863,proc_procurement,Закупка оборудования,order,Procurement,emp_003,dept_procurement,2024-03-03T15:15:00,2024-03-03T17:57:00,162,180,0,completed,1000,2700.0
ev_005864,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_003,dept_procurement,2024-02-14T13:27:00,2024-02-14T13:44:00,17,30,0,in_progress,800,226.67
ev_005865,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-02-05T15:59:00,2024-02-05T16:53:00,54,60,0,blocked,800,720.0
ev_005866,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-01-29T13:50:00,2024-01-29T16:30:00,160,120,1,blocked,800,2133.33
ev_005867,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_005,dept_finance,2024-09-04T11:39:00,2024-09-04T12:30:00,51,60,0,completed,800,680.0
ev_005868,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_002,dept_procurement,2024-01-01T18:38:00,2024-01-01T20:38:00,120,90,1,blocked,1000,2000.0
ev_005869,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-03-19T18:44:00,2024-03-19T19:33:00,49,60,0,in_progress,1200,980.0
ev_005870,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_001,dept_procurement,2024-12-20T17:28:00,2024-12-20T19:00:00,92,90,0,blocked,1000,1533.33
ev_005871,proc_procurement,Закупка оборудования,order,Procurement,emp_mgr_001,dept_procurement,2024-11-11T17:06:00,2024-11-11T18:58:00,112,180,0,blocked,1000,1866.67
ev_005872,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-10-16T12:18:00,2024-10-16T14:17:00,119,60,1,in_progress,1200,2380.0
ev_005873,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_004,dept_finance,2024-02-12T09:20:00,2024-02-12T09:51:00,31,60,0,in_progress,800,413.33
ev_005874,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_005,dept_finance,2024-02-20T16:02:00,2024-02-20T16:29:00,27,30,0,blocked,1200,540.0
ev_005875,proc_procurement,Закупка оборудования,budget_check,Finance,emp_mgr_002,dept_finance,2024-05-07T10:14:00,2024-05-07T11:27:00,73,120,0,completed,800,973.33
ev_005876,proc_procurement,Закупка оборудования,order,Procurement,emp_003,dept_procurement,2024-07-23T09:12:00,2024-07-23T12:04:00,172,180,0,completed,1000,2866.67
ev_005877,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_004,dept_finance,2024-11-27T18:18:00,2024-11-27T18:31:00,13,30,0,in_progress,800,173.33
ev_005878,proc_procurement,Закупка оборудования,req,IT Operations,emp_mgr_003,dept_itops,2024-11-26T12:50:00,2024-11-26T13:33:00,43,60,0,blocked,1000,716.67
ev_005879,proc_contract,Согласование контракта с клиентом,review,Finance,emp_006,dept_finance,2024-03-03T18:56:00,2024-03-03T20:49:00,113,120,0,in_progress,800,1506.67
ev_005880,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_mgr_001,dept_procurement,2024-05-05T11:48:00,2024-05-05T12:16:00,28,30,0,in_progress,800,373.33
ev_005881,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_005,dept_finance,2024-01-21T13:29:00,2024-01-21T14:06:00,37,30,1,in_progress,1000,616.67
ev_005882,proc_procurement,Закупка оборудования,order,Procurement,emp_001,dept_procurement,2024-04-05T13:01:00,2024-04-05T16:07:00,186,180,0,in_progress,1000,3100.0
ev_005883,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_mgr_001,dept_procurement,2024-10-21T18:43:00,2024-10-21T20:22:00,99,90,0,completed,1000,1650.0
ev_005884,proc_procurement,Закупка оборудования,req,IT Operations,emp_mgr_003,dept_itops,2024-09-19T17:26:00,2024-09-19T18:37:00,71,60,0,blocked,800,946.67
ev_005885,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_006,dept_finance,2024-09-11T12:55:00,2024-09-11T14:32:00,97,30,1,blocked,1000,1616.67
ev_005886,proc_procurement,Закупка оборудования,approval,Director,emp_dir_001,Management,2024-10-18T14:33:00,2024-10-18T16:00:00,87,60,1,completed,1000,1450.0
ev_005887,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_001,dept_procurement,2024-01-03T09:35:00,2024-01-03T11:22:00,107,90,0,in_progress,800,1426.67
ev_005888,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-09-28T16:07:00,2024-09-28T17:01:00,54,60,0,blocked,1200,1080.0
ev_005889,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_004,dept_finance,2024-10-16T09:32:00,2024-10-16T10:00:00,28,30,0,completed,1200,560.0
ev_005890,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-02-19T14:21:00,2024-02-19T15:53:00,92,60,1,blocked,800,1226.67
ev_005891,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-08-21T14:47:00,2024-08-21T15:45:00,58,60,0,in_progress,1200,1160.0
ev_005892,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-03-05T10:26:00,2024-03-05T11:26:00,60,60,0,blocked,800,800.0
ev_005893,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_005,dept_finance,2024-03-27T16:06:00,2024-03-27T22:04:00,358,240,1,in_progress,1000,5966.67
ev_005894,proc_procurement,Закупка оборудования,order,Procurement,emp_mgr_001,dept_procurement,2024-04-12T09:13:00,2024-04-12T13:01:00,228,180,1,blocked,1000,3800.0
ev_005895,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-02-29T11:20:00,2024-02-29T13:30:00,130,120,0,blocked,1000,2166.67
ev_005896,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-11-11T11:31:00,2024-11-11T12:22:00,51,45,0,in_progress,800,680.0
ev_005897,proc_procurement,Закупка оборудования,payment,Finance,emp_005,dept_finance,2024-06-13T14:48:00,2024-06-13T16:00:00,72,60,0,in_progress,800,960.0
ev_005898,proc_procurement,Закупка оборудования,order,Procurement,emp_002,dept_procurement,2024-08-28T09:49:00,2024-08-28T11:27:00,98,180,0,blocked,1200,1960.0
ev_005899,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_005,dept_finance,2024-09-30T09:55:00,2024-09-30T10:23:00,28,30,0,completed,1000,466.67
ev_005900,proc_procurement,Закупка оборудования,budget_check,Finance,emp_005,dept_finance,2024-05-25T14:00:00,2024-05-25T14:31:00,31,120,0,in_progress,1200,620.0
ev_005901,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-06-15T15:19:00,2024-06-15T16:12:00,53,60,0,in_progress,1200,1060.0
ev_005902,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-02-28T16:54:00,2024-02-28T18:06:00,72,120,0,in_progress,800,960.0
ev_005903,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_002,dept_procurement,2024-06-17T13:32:00,2024-06-17T13:55:00,23,30,0,completed,1000,383.33
ev_005904,proc_procurement,Закупка оборудования,budget_check,Finance,emp_004,dept_finance,2024-06-23T09:13:00,2024-06-23T11:05:00,112,120,0,blocked,1000,1866.67
ev_005905,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_mgr_002,dept_finance,2024-06-14T14:39:00,2024-06-14T17:52:00,193,240,0,blocked,1000,3216.67
ev_005906,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_mgr_002,dept_finance,2024-09-08T09:14:00,2024-09-08T10:09:00,55,60,0,completed,1000,916.67
ev_005907,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_006,dept_finance,2024-02-14T08:27:00,2024-02-14T09:02:00,35,60,0,blocked,1200,700.0
ev_005908,proc_contract,Согласование контракта с клиентом,review,Finance,emp_mgr_002,dept_finance,2024-07-06T14:48:00,2024-07-06T17:38:00,170,120,1,blocked,800,2266.67
ev_005909,proc_contract,Согласование контракта с клиентом,review,Finance,emp_004,dept_finance,2024-04-30T17:14:00,2024-04-30T19:50:00,156,120,1,in_progress,1000,2600.0
ev_005910,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_004,dept_finance,2024-01-18T18:35:00,2024-01-18T20:01:00,86,60,1,blocked,1000,1433.33
ev_005911,proc_procurement,Закупка оборудования,req,IT Operations,emp_008,dept_itops,2024-12-26T08:57:00,2024-12-26T10:14:00,77,60,1,completed,1200,1540.0
ev_005912,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-09-01T18:07:00,2024-09-01T18:53:00,46,45,0,in_progress,800,613.33
ev_005913,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_002,dept_procurement,2024-02-10T18:00:00,2024-02-10T18:16:00,16,30,0,blocked,1000,266.67
ev_005914,proc_procurement,Закупка оборудования,payment,Finance,emp_006,dept_finance,2024-08-31T16:50:00,2024-08-31T17:39:00,49,60,0,blocked,1200,980.0
ev_005915,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-06-28T16:40:00,2024-06-28T17:36:00,56,60,0,in_progress,1000,933.33
ev_005916,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_001,dept_procurement,2024-05-29T17:05:00,2024-05-29T17:51:00,46,90,0,blocked,1000,766.67
ev_005917,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_001,dept_procurement,2024-07-11T17:45:00,2024-07-11T19:47:00,122,90,1,blocked,1200,2440.0
ev_005918,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_004,dept_finance,2024-10-02T18:54:00,2024-10-02T23:39:00,285,240,0,blocked,800,3800.0
ev_005919,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_mgr_002,dept_finance,2024-07-19T16:54:00,2024-07-19T17:17:00,23,30,0,blocked,1200,460.0
ev_005920,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_004,dept_finance,2024-01-11T11:11:00,2024-01-11T17:10:00,359,240,1,in_progress,800,4786.67
ev_005921,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_003,dept_procurement,2024-03-12T12:06:00,2024-03-12T13:44:00,98,30,1,in_progress,1000,1633.33
ev_005922,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_005,dept_finance,2024-04-20T13:11:00,2024-04-20T18:59:00,348,240,1,in_progress,1200,6960.0
ev_005923,proc_budget,Финансовое планирование / изменение бюджета,proposal,Finance,emp_mgr_002,dept_finance,2024-01-28T11:45:00,2024-01-28T13:20:00,95,60,1,blocked,800,1266.67
ev_005924,proc_procurement,Закупка оборудования,payment,Finance,emp_006,dept_finance,2024-11-19T18:36:00,2024-11-19T19:19:00,43,60,0,blocked,1200,860.0
ev_005925,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_003,dept_procurement,2024-06-11T11:33:00,2024-06-11T13:24:00,111,90,1,completed,1200,2220.0
ev_005926,proc_contract,Согласование контракта с клиентом,review,Finance,emp_mgr_002,dept_finance,2024-07-11T10:07:00,2024-07-11T12:30:00,143,120,0,completed,1000,2383.33
ev_005927,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-07-25T09:17:00,2024-07-25T11:35:00,138,120,0,blocked,800,1840.0
ev_005928,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-05-05T09:11:00,2024-05-05T09:18:00,7,45,0,completed,800,93.33
ev_005929,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-06-08T08:49:00,2024-06-08T11:03:00,134,120,0,blocked,1000,2233.33
ev_005930,proc_procurement,Закупка оборудования,budget_check,Finance,emp_mgr_002,dept_finance,2024-05-08T10:56:00,2024-05-08T12:27:00,91,120,0,in_progress,1200,1820.0
ev_005931,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_004,dept_finance,2024-04-14T12:52:00,2024-04-14T14:00:00,68,60,0,blocked,1000,1133.33
ev_005932,proc_procurement,Закупка оборудования,payment,Finance,emp_mgr_002,dept_finance,2024-07-20T10:54:00,2024-07-20T13:01:00,127,60,1,in_progress,1000,2116.67
ev_005933,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-11-24T17:11:00,2024-11-24T19:15:00,124,120,0,in_progress,1000,2066.67
ev_005934,proc_finance,Пополнение счета / оплата поставщика,invoice,Procurement,emp_003,dept_procurement,2024-02-14T15:49:00,2024-02-14T16:17:00,28,30,0,completed,1200,560.0
ev_005935,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-04-30T09:14:00,2024-04-30T10:40:00,86,60,1,blocked,1000,1433.33
ev_005936,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_mgr_001,dept_procurement,2024-12-23T18:40:00,2024-12-23T20:31:00,111,90,1,blocked,1000,1850.0
ev_005937,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_mgr_001,dept_procurement,2024-02-17T12:22:00,2024-02-17T12:34:00,12,90,0,blocked,1200,240.0
ev_005938,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-03-24T11:28:00,2024-03-24T12:31:00,63,60,0,blocked,1000,1050.0
ev_005939,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_mgr_001,dept_procurement,2024-03-03T10:04:00,2024-03-03T11:13:00,69,90,0,blocked,1200,1380.0
ev_005940,proc_procurement,Закупка оборудования,order,Procurement,emp_mgr_001,dept_procurement,2024-09-01T08:42:00,2024-09-01T11:20:00,158,180,0,in_progress,1200,3160.0
ev_005941,proc_procurement,Закупка оборудования,req,IT Operations,emp_008,dept_itops,2024-03-28T18:28:00,2024-03-28T19:16:00,48,60,0,in_progress,1000,800.0
ev_005942,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_mgr_002,dept_finance,2024-09-15T12:12:00,2024-09-15T16:48:00,276,240,0,completed,800,3680.0
ev_005943,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-08-03T12:27:00,2024-08-03T13:20:00,53,60,0,blocked,1200,1060.0
ev_005944,proc_procurement,Закупка оборудования,payment,Finance,emp_mgr_002,dept_finance,2024-10-04T18:46:00,2024-10-04T19:55:00,69,60,0,in_progress,1200,1380.0
ev_005945,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-11-04T11:44:00,2024-11-04T12:31:00,47,60,0,completed,1000,783.33
ev_005946,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-01-14T18:43:00,2024-01-14T20:05:00,82,60,1,in_progress,1000,1366.67
ev_005947,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-05-26T13:30:00,2024-05-26T14:07:00,37,60,0,completed,800,493.33
ev_005948,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-05-27T11:01:00,2024-05-27T11:15:00,14,45,0,completed,800,186.67
ev_005949,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_005,dept_finance,2024-06-26T15:23:00,2024-06-26T16:27:00,64,60,0,in_progress,1000,1066.67
ev_005950,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-10-19T12:53:00,2024-10-19T13:50:00,57,45,1,in_progress,1200,1140.0
ev_005951,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_001,dept_procurement,2024-05-26T17:09:00,2024-05-26T18:05:00,56,90,0,blocked,1000,933.33
ev_005952,proc_contract,Согласование контракта с клиентом,review,Finance,emp_mgr_002,dept_finance,2024-01-02T11:35:00,2024-01-02T13:44:00,129,120,0,blocked,1200,2580.0
ev_005953,proc_procurement,Закупка оборудования,order,Procurement,emp_001,dept_procurement,2024-02-01T08:09:00,2024-02-01T10:20:00,131,180,0,blocked,1200,2620.0
ev_005954,proc_contract,Согласование контракта с клиентом,review,Finance,emp_004,dept_finance,2024-11-18T15:41:00,2024-11-18T17:39:00,118,120,0,blocked,1200,2360.0
ev_005955,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-11-04T11:42:00,2024-11-04T12:41:00,59,60,0,blocked,800,786.67
ev_005956,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_005,dept_finance,2024-09-26T15:52:00,2024-09-26T16:37:00,45,60,0,blocked,800,600.0
ev_005957,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-06-25T16:07:00,2024-06-25T17:14:00,67,60,0,in_progress,1200,1340.0
ev_005958,proc_procurement,Закупка оборудования,order,Procurement,emp_003,dept_procurement,2024-04-02T10:15:00,2024-04-02T13:55:00,220,180,1,in_progress,1200,4400.0
ev_005959,proc_finance,Пополнение счета / оплата поставщика,pay,Finance,emp_mgr_002,dept_finance,2024-04-29T18:23:00,2024-04-29T19:06:00,43,30,1,in_progress,1200,860.0
ev_005960,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-01-16T18:12:00,2024-01-16T21:06:00,174,120,1,in_progress,800,2320.0
ev_005961,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_mgr_002,dept_finance,2024-08-25T10:46:00,2024-08-25T14:23:00,217,240,0,blocked,800,2893.33
ev_005962,proc_procurement,Закупка оборудования,order,Procurement,emp_mgr_001,dept_procurement,2024-08-13T15:47:00,2024-08-13T18:43:00,176,180,0,blocked,1000,2933.33
ev_005963,proc_contract,Согласование контракта с клиентом,approve,Director,emp_dir_001,Management,2024-12-25T17:30:00,2024-12-25T19:05:00,95,60,1,completed,1000,1583.33
ev_005964,proc_contract,Согласование контракта с клиентом,review,Finance,emp_mgr_002,dept_finance,2024-09-13T17:57:00,2024-09-13T20:33:00,156,120,1,completed,800,2080.0
ev_005965,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_mgr_002,dept_finance,2024-05-23T08:42:00,2024-05-23T09:43:00,61,240,0,completed,800,813.33
ev_005966,proc_finance,Пополнение счета / оплата поставщика,verify,Finance,emp_005,dept_finance,2024-05-23T16:44:00,2024-05-23T17:43:00,59,60,0,completed,1000,983.33
ev_005967,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_006,dept_finance,2024-11-06T09:39:00,2024-11-06T11:48:00,129,240,0,completed,800,1720.0
ev_005968,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_mgr_002,dept_finance,2024-05-01T13:30:00,2024-05-01T16:16:00,166,240,0,in_progress,1000,2766.67
ev_005969,proc_finance,Пополнение счета / оплата поставщика,approve,Director,emp_dir_001,Management,2024-03-16T14:42:00,2024-03-16T16:24:00,102,45,1,completed,1200,2040.0
ev_005970,proc_budget,Финансовое планирование / изменение бюджета,analysis,Finance,emp_006,dept_finance,2024-09-25T08:01:00,2024-09-25T11:20:00,199,240,0,blocked,1200,3980.0
ev_005971,proc_contract,Согласование контракта с клиентом,review,Finance,emp_005,dept_finance,2024-12-23T12:41:00,2024-12-23T15:02:00,141,120,0,in_progress,800,1880.0
ev_005972,proc_budget,Финансовое планирование / изменение бюджета,approve,Director,emp_dir_001,Management,2024-06-07T16:48:00,2024-06-07T17:39:00,51,120,0,completed,1000,850.0
ev_005973,proc_contract,Согласование контракта с клиентом,review,Finance,emp_006,dept_finance,2024-04-25T12:50:00,2024-04-25T14:48:00,118,120,0,blocked,1200,2360.0
ev_005974,proc_contract,Согласование контракта с клиентом,draft,Procurement,emp_001,dept_procurement,2024-09-06T15:46:00,2024-09-06T18:05:00,139,90,1,blocked,1200,2780.0
ev_005975,proc_contract,Согласование контракта с клиентом,review,Finance,emp_005,dept_finance,2024-03-17T10:09:00,2024-03-17T12:02:00,113,120,0,blocked,1200,2260.0
ev_005976,proc_procurement,Закупка оборудования,approval,Director,emp_dir_001,Management,2024-05-01T08:00:00,2024-05-01T08:34:00,34,60,0,completed,800,453.33
